service_date,route_id,trip_id,direction_id,direction,from_parent_station,from_stop_id,from_stop_name,to_parent_station,to_stop_id,to_stop_name,from_stop_departure_datetime,from_stop_departure_sec,to_stop_arrival_datetime,to_stop_arrival_sec,travel_time_sec
2024-01-22,Red,ADDED-1581761778,1,North,place-cntsq,70070,Central,place-davis,70064,Davis,2024-01-22T08:41:29Z,31289,2024-01-22T08:51:49Z,31909,620
2024-12-01,Red,ADDED-1582160534,0,South,place-alfcl,Alewife-01,Alewife,place-pktrm,70075,Park Street,2024-12-01T13:22:05Z,48125,2024-12-01T13:39:02Z,49142,1017
2024-01-06,Orange,59669274,0,South,place-mlmnl,70034,Malden Center,place-north,70026,North Station,2024-01-06T20:10:13Z,72613,2024-01-06T20:23:31Z,73411,798
2024-05-20,Orange,ADDED-1581911599,0,South,place-sull,70030,Sullivan Square,place-jaksn,70006,Jackson Square,2024-05-20T11:01:56Z,39716,2024-05-20T11:27:39Z,41259,1543
2024-02-27,Orange,60455438,0,South,place-ogmnl,70036,Oak Grove,place-sbmnl,70004,Stony Brook,2024-02-27T16:18:21Z,58701,2024-02-27T17:02:58Z,61378,2677
2024-09-17,Red,65190065,0,South,place-davis,70063,Davis,place-andrw,70083,Andrew,2024-09-17T13:29:41Z,48581,2024-09-17T13:53:29Z,50009,1428
2024-09-15,Orange,NONREV-1580596307,0,South,place-astao,70278,Assembly,place-chncl,70018,Chinatown,2024-09-15T06:33:43Z,23623,2024-09-15T06:45:54Z,24354,731
2024-02-07,Blue,59736760,0,West,place-wondl,70059,Wonderland,place-bomnl,70838,Bowdoin,2024-02-07T20:12:51Z,72771,2024-02-07T20:30:58Z,73858,1087
2024-02-05,Red,ADDED-1581776616,1,North,place-qamnl,70104,Quincy Adams,place-sstat,70080,South Station,2024-02-05T19:57:04Z,71824,2024-02-05T20:42:26Z,74546,2722
2024-08-07,Red,63288306,1,North,place-brdwy,70082,Broadway,place-davis,70064,Davis,2024-08-07T08:06:58Z,29218,2024-08-07T08:31:21Z,30681,1463
2024-04-28,Blue,ADDED-1581871978,0,West,place-gover,70039,Government Center,place-bomnl,70838,Bowdoin,2024-04-28T13:52:49Z,49969,2024-04-28T13:53:26Z,50006,37
2024-03-27,Blue,59736602,1,East,place-gover,70040,Government Center,place-state,70042,State,2024-03-27T17:48:23Z,64103,2024-03-27T17:48:57Z,64137,34
2024-01-18,Blue,59736640,0,West,place-bmmnl,70055,Beachmont,place-orhte,70051,Orient Heights,2024-01-18T08:35:36Z,30936,2024-01-18T08:37:47Z,31067,131
2024-12-06,Red,ADDED-1582166221,0,South,place-portr,70065,Porter,place-qamnl,70103,Quincy Adams,2024-12-06T17:49:13Z,64153,2024-12-06T18:29:11Z,66551,2398
2024-03-17,Orange,59668966,0,South,place-ogmnl,70036,Oak Grove,place-grnst,70002,Green Street,2024-03-17T21:10:34Z,76234,2024-03-17T21:49:29Z,78569,2335
2024-05-01,Orange,61512394,1,North,place-masta,70013,Massachusetts Avenue,place-tumnl,70017,Tufts Medical Center,2024-05-01T07:11:30Z,25890,2024-05-01T07:14:54Z,26094,204
2024-12-07,Orange,64166243,0,South,place-mlmnl,70034,Malden Center,place-forhl,70001,Forest Hills,2024-12-07T23:25:43Z,84343,2024-12-07T23:59:34Z,86374,2031
2024-12-04,Red,ADDED-1582164139,1,North,place-nqncy,70098,North Quincy,place-andrw,70084,Andrew,2024-12-04T18:31:45Z,66705,2024-12-04T18:39:51Z,67191,486
2024-06-17,Red,63288347,1,North,place-cntsq,70070,Central,place-harsq,70068,Harvard,2024-06-17T17:42:18Z,63738,2024-06-17T17:48:01Z,64081,343
2024-09-20,Red,ADDED-1582070109,0,South,place-sstat,70079,South Station,place-shmnl,70087,Savin Hill,2024-09-20T23:40:53Z,85253,2024-09-20T23:49:31Z,85771,518
2024-03-23,Blue,59736479,1,East,place-aport,70048,Airport,place-orhte,70052,Orient Heights,2024-03-23T18:37:54Z,67074,2024-03-23T18:42:52Z,67372,298
2024-06-13,Orange,61512499,1,North,place-bbsta,70015,Back Bay,place-welln,70033,Wellington,2024-06-13T21:12:41Z,76361,2024-06-13T21:31:26Z,77486,1125
2024-12-12,Orange,64072435,1,North,place-bbsta,70015,Back Bay,place-welln,70033,Wellington,2024-12-12T07:26:52Z,26812,2024-12-12T07:43:36Z,27816,1004
2024-09-28,Red,ADDED-1582077300,0,South,place-davis,70063,Davis,place-chmnl,70073,Charles/MGH,2024-09-28T07:30:12Z,27012,2024-09-28T07:47:52Z,28072,1060
2024-01-09,Red,60392540,0,South,place-pktrm,70075,Park Street,place-asmnl,70093,Ashmont,2024-01-09T22:56:23Z,82583,2024-01-09T23:30:40Z,84640,2057
2024-01-03,Blue,59736772,0,West,place-orhte,70051,Orient Heights,place-state,70041,State,2024-01-03T22:45:46Z,81946,2024-01-03T22:56:54Z,82614,668
2024-01-14,Blue,60107639,0,West,place-wimnl,70049,Wood Island,place-state,70041,State,2024-01-14T13:09:42Z,47382,2024-01-14T13:17:43Z,47863,481
2024-07-20,Orange,63283701,1,North,place-bbsta,70015,Back Bay,place-dwnxg,70021,Downtown Crossing,2024-07-21T00:36:02Z,88562,2024-07-21T00:39:54Z,88794,232
2024-02-18,Red,60393094,0,South,place-shmnl,70087,Savin Hill,place-fldcr,70089,Fields Corner,2024-02-18T21:37:36Z,77856,2024-02-18T21:39:52Z,77992,136
2024-06-11,Blue,62248894,0,West,place-sdmnl,70053,Suffolk Downs,place-aport,70047,Airport,2024-06-11T18:05:50Z,65150,2024-06-11T18:11:00Z,65460,310
2024-08-17,Blue,63350875,1,East,place-aport,70048,Airport,place-sdmnl,70054,Suffolk Downs,2024-08-17T08:16:25Z,29785,2024-08-17T08:21:22Z,30082,297
2024-11-08,Orange,64072654,0,South,place-sull,70030,Sullivan Square,place-masta,70012,Massachusetts Avenue,2024-11-08T21:37:21Z,77841,2024-11-08T21:51:58Z,78718,877
2024-12-11,Blue,ADDED-1582170859,0,West,place-wondl,70059,Wonderland,place-sdmnl,70053,Suffolk Downs,2024-12-11T19:54:59Z,71699,2024-12-11T19:58:58Z,71938,239
2024-05-15,Orange,61512454,1,North,place-grnst,70003,Green Street,place-ccmnl,70029,Community College,2024-05-15T15:08:13Z,54493,2024-05-15T15:34:27Z,56067,1574
2024-02-12,Red,60746281-20:45-HarvardParkSuspend,1,North,place-andrw,70084,Andrew,place-knncl,70072,Kendall/MIT,2024-02-12T16:12:30Z,58350,2024-02-12T16:33:33Z,59613,1263
2024-05-31,Blue,62248899,1,East,place-bomnl,70038,Bowdoin,place-wondl,70060,Wonderland,2024-05-31T16:28:15Z,59295,2024-05-31T16:49:37Z,60577,1282
2024-04-03,Orange,60455406,0,South,place-north,70026,North Station,place-jaksn,70006,Jackson Square,2024-04-03T11:56:46Z,43006,2024-04-03T12:16:31Z,44191,1185
2024-11-14,Red,63919583,1,North,place-asmnl,70094,Ashmont,place-portr,70066,Porter,2024-11-14T06:47:05Z,24425,2024-11-14T07:28:25Z,26905,2480
2024-04-12,Red,61319282,1,North,place-cntsq,70070,Central,place-alfcl,70061,Alewife,2024-04-12T18:44:24Z,67464,2024-04-12T19:11:38Z,69098,1634
2024-04-16,Red,ADDED-1581856962,1,North,place-andrw,70084,Andrew,place-harsq,70068,Harvard,2024-04-16T19:50:00Z,71400,2024-04-16T20:19:11Z,73151,1751
2024-05-27,Blue,62158135,1,East,place-state,70042,State,place-wimnl,70050,Wood Island,2024-05-27T17:29:01Z,62941,2024-05-27T17:37:01Z,63421,480
2024-12-02,Red,ADDED-1582161007,1,North,place-cntsq,70070,Central,place-portr,70066,Porter,2024-12-02T05:59:25Z,21565,2024-12-02T06:04:50Z,21890,325
2024-09-09,Orange,64072566,0,South,place-north,70026,North Station,place-bbsta,70014,Back Bay,2024-09-09T19:09:06Z,68946,2024-09-09T19:16:54Z,69414,468
2024-07-04,Orange,63288606,0,South,place-haecl,70024,Haymarket,place-dwnxg,70020,Downtown Crossing,2024-07-04T21:00:01Z,75601,2024-07-04T21:02:02Z,75722,121
2024-09-06,Orange,64072577,1,North,place-jaksn,70007,Jackson Square,place-dwnxg,70021,Downtown Crossing,2024-09-06T18:24:10Z,66250,2024-09-06T18:35:47Z,66947,697
2024-11-13,Red,63919592,0,South,place-chmnl,70073,Charles/MGH,place-asmnl,70093,Ashmont,2024-11-13T14:57:08Z,53828,2024-11-13T15:17:18Z,55038,1210
2024-08-13,Red,63288284,0,South,place-alfcl,70061,Alewife,place-cntsq,70069,Central,2024-08-13T23:41:19Z,85279,2024-08-13T23:53:29Z,86009,730
2024-01-15,Red,60393475,0,South,place-harsq,70067,Harvard,place-nqncy,70097,North Quincy,2024-01-15T21:22:54Z,76974,2024-01-15T21:58:58Z,79138,2164
2024-05-15,Red,61319237,1,North,place-wlsta,70100,Wollaston,place-sstat,70080,South Station,2024-05-15T11:35:27Z,41727,2024-05-15T11:58:16Z,43096,1369
2024-02-23,Orange,60455380,0,South,place-welln,70032,Wellington,place-rcmnl,70008,Roxbury Crossing,2024-02-23T08:04:37Z,29077,2024-02-23T08:36:25Z,30985,1908
2024-12-07,Orange,64166238,1,North,place-masta,70013,Massachusetts Avenue,place-bbsta,70015,Back Bay,2024-12-07T19:22:44Z,69764,2024-12-07T19:24:01Z,69841,77
2024-03-10,Red,60393118,1,North,place-qamnl,70104,Quincy Adams,place-wlsta,70100,Wollaston,2024-03-10T09:00:02Z,32402,2024-03-10T09:08:15Z,32895,493
2024-12-03,Red,ADDED-1582163160,1,North,place-dwnxg,70078,Downtown Crossing,place-harsq,70068,Harvard,2024-12-03T22:29:24Z,80964,2024-12-03T22:37:56Z,81476,512
2024-12-19,Orange,66279140,1,North,place-tumnl,70017,Tufts Medical Center,place-astao,70279,Assembly,2024-12-19T22:30:20Z,81020,2024-12-19T22:42:07Z,81727,707
2024-05-15,Red,61319074,0,South,place-knncl,70071,Kendall/MIT,place-pktrm,70075,Park Street,2024-05-15T11:00:04Z,39604,2024-05-15T11:04:12Z,39852,248
2024-01-04,Red,ADDED-1581742339,1,North,place-knncl,70072,Kendall/MIT,place-portr,70066,Porter,2024-01-04T06:18:17Z,22697,2024-01-04T06:29:42Z,23382,685
2024-11-01,Red,ADDED-1582120801,1,North,place-dwnxg,70078,Downtown Crossing,place-cntsq,70070,Central,2024-11-01T14:40:00Z,52800,2024-11-01T14:46:40Z,53200,400
2024-08-17,Blue,63350956,1,East,place-bomnl,70038,Bowdoin,place-wondl,70060,Wonderland,2024-08-17T13:00:03Z,46803,2024-08-17T13:20:20Z,48020,1217
2024-02-13,Orange,60455547,1,North,place-forhl,70001,Forest Hills,place-rcmnl,70009,Roxbury Crossing,2024-02-13T13:52:39Z,49959,2024-02-13T14:00:49Z,50449,490
2024-06-23,Orange,ADDED-1581954836,0,South,place-bbsta,70014,Back Bay,place-rcmnl,70008,Roxbury Crossing,2024-06-23T09:36:40Z,34600,2024-06-23T09:43:42Z,35022,422
2024-08-05,Blue,63350140,1,East,place-bomnl,70038,Bowdoin,place-orhte,70052,Orient Heights,2024-08-05T10:05:23Z,36323,2024-08-05T10:19:04Z,37144,821
2024-09-21,Orange,64166249,0,South,place-ogmnl,Oak Grove-01,Oak Grove,place-sull,70030,Sullivan Square,2024-09-21T08:59:56Z,32396,2024-09-21T09:09:37Z,32977,581
2024-01-30,Red,60392431,1,North,place-andrw,70084,Andrew,place-alfcl,70061,Alewife,2024-01-30T08:58:02Z,32282,2024-01-30T09:37:56Z,34676,2394
2024-05-20,Orange,63028918,0,South,place-ccmnl,70028,Community College,place-tumnl,70016,Tufts Medical Center,2024-05-20T15:52:20Z,57140,2024-05-20T16:02:45Z,57765,625
2024-08-01,Blue,63350278,0,West,place-wimnl,70049,Wood Island,place-aqucl,70043,Aquarium,2024-08-01T14:58:11Z,53891,2024-08-01T15:03:29Z,54209,318
2024-01-24,Blue,59736836,1,East,place-mvbcl,70046,Maverick,place-sdmnl,70054,Suffolk Downs,2024-01-24T10:32:28Z,37948,2024-01-24T10:43:13Z,38593,645
2024-08-20,Orange,63145470,0,South,place-welln,70032,Wellington,place-dwnxg,70020,Downtown Crossing,2024-08-20T15:11:23Z,54683,2024-08-20T15:23:18Z,55398,715
2024-03-22,Red,60392660,0,South,place-dwnxg,70077,Downtown Crossing,place-wlsta,70099,Wollaston,2024-03-22T20:16:32Z,72992,2024-03-22T20:45:15Z,74715,1723
2024-08-06,Orange,ADDED-1582008084,1,North,place-chncl,70019,Chinatown,place-ogmnl,70036,Oak Grove,2024-08-06T12:13:10Z,43990,2024-08-06T12:35:24Z,45324,1334
2024-09-30,Red,63919944,0,South,place-dwnxg,70077,Downtown Crossing,place-wlsta,70099,Wollaston,2024-09-30T21:52:12Z,78732,2024-09-30T22:10:02Z,79802,1070
2024-07-05,Orange,63145530,0,South,place-astao,70278,Assembly,place-jaksn,70006,Jackson Square,2024-07-05T23:44:38Z,85478,2024-07-06T00:10:01Z,87001,1523
2024-03-22,Red,ADDED-1581829017,1,North,place-brdwy,70082,Broadway,place-portr,70066,Porter,2024-03-22T17:47:36Z,64056,2024-03-22T18:18:03Z,65883,1827
2024-02-20,Orange,60455427,0,South,place-ogmnl,70036,Oak Grove,place-masta,70012,Massachusetts Avenue,2024-02-20T14:46:51Z,53211,2024-02-20T15:19:01Z,55141,1930
2024-07-06,Blue,63350854,0,West,place-mvbcl,70045,Maverick,place-aqucl,70043,Aquarium,2024-07-06T19:24:52Z,69892,2024-07-06T19:26:22Z,69982,90
2024-02-16,Red,60392671,0,South,place-alfcl,70061,Alewife,place-sstat,70079,South Station,2024-02-16T22:57:57Z,82677,2024-02-16T23:21:59Z,84119,1442
2024-05-25,Red,ADDED-1581916819,1,North,place-fldcr,70090,Fields Corner,place-sstat,70080,South Station,2024-05-25T05:59:07Z,21547,2024-05-25T06:10:10Z,22210,663
2024-05-24,Red,61319119,1,North,place-andrw,70084,Andrew,place-portr,70066,Porter,2024-05-24T06:13:52Z,22432,2024-05-24T06:40:42Z,24042,1610
2024-06-12,Blue,62248736,0,West,place-orhte,70051,Orient Heights,place-wimnl,70049,Wood Island,2024-06-12T09:10:03Z,33003,2024-06-12T09:11:44Z,33104,101
2024-01-01,Red,60393650,1,North,place-harsq,70068,Harvard,place-davis,70064,Davis,2024-01-01T11:52:12Z,42732,2024-01-01T11:56:01Z,42961,229
2024-04-18,Red,ADDED-1581859740,1,North,place-andrw,70084,Andrew,place-knncl,70072,Kendall/MIT,2024-04-18T15:34:05Z,56045,2024-04-18T15:53:12Z,57192,1147
2024-08-27,Red,63913478,0,South,place-dwnxg,70077,Downtown Crossing,place-andrw,70083,Andrew,2024-08-27T10:45:44Z,38744,2024-08-27T10:51:40Z,39100,356
2024-11-12,Blue,65198342,0,West,place-sdmnl,70053,Suffolk Downs,place-state,70041,State,2024-11-12T18:51:00Z,67860,2024-11-12T19:02:56Z,68576,716
2024-12-23,Red,66715333,1,North,place-nqncy,70098,North Quincy,place-sstat,70080,South Station,2024-12-23T14:22:09Z,51729,2024-12-23T14:35:04Z,52504,775
2024-07-10,Blue,63350299,0,West,place-sdmnl,70053,Suffolk Downs,place-gover,70039,Government Center,2024-07-10T15:44:34Z,56674,2024-07-10T16:07:18Z,58038,1364
2024-03-03,Orange,59668947,0,South,place-dwnxg,70020,Downtown Crossing,place-masta,70012,Massachusetts Avenue,2024-03-03T17:25:27Z,62727,2024-03-03T17:31:44Z,63104,377
2024-12-01,Red,63646297,0,South,place-shmnl,70087,Savin Hill,place-fldcr,70089,Fields Corner,2024-12-01T21:47:31Z,78451,2024-12-01T21:49:46Z,78586,135
2024-07-15,Blue,63350106,1,East,place-state,70042,State,place-rbmnl,70058,Revere Beach,2024-07-15T07:45:48Z,27948,2024-07-15T08:01:48Z,28908,960
2024-03-15,Orange,60455532,1,North,place-haecl,70025,Haymarket,place-sull,70031,Sullivan Square,2024-03-15T12:12:27Z,43947,2024-03-15T12:25:34Z,44734,787
2024-07-11,Orange,63145421,0,South,place-welln,70032,Wellington,place-north,70026,North Station,2024-07-11T08:25:17Z,30317,2024-07-11T08:33:28Z,30808,491
2024-05-13,Orange,61512344,0,South,place-jaksn,70006,Jackson Square,place-grnst,70002,Green Street,2024-05-13T18:37:29Z,67049,2024-05-13T18:41:21Z,67281,232
2024-02-18,Red,60393033,1,North,place-shmnl,70088,Savin Hill,place-cntsq,70070,Central,2024-02-18T18:24:14Z,66254,2024-02-18T18:54:38Z,68078,1824
2024-11-29,Red,63919865,0,South,place-cntsq,70069,Central,place-andrw,70083,Andrew,2024-11-29T06:25:09Z,23109,2024-11-29T06:38:06Z,23886,777
2024-11-25,Red,63919594,0,South,place-davis,70063,Davis,place-shmnl,70087,Savin Hill,2024-11-25T16:32:29Z,59549,2024-11-25T17:01:51Z,61311,1762
2024-12-18,Red,66715095,1,North,place-jfk,70086,JFK/UMass,place-pktrm,70076,Park Street,2024-12-18T07:32:43Z,27163,2024-12-18T07:43:33Z,27813,650
2024-08-09,Orange,63145612,1,North,place-masta,70013,Massachusetts Avenue,place-chncl,70019,Chinatown,2024-08-09T16:27:26Z,59246,2024-08-09T16:32:28Z,59548,302
2024-07-24,Orange,63145427,0,South,place-haecl,70024,Haymarket,place-rcmnl,70008,Roxbury Crossing,2024-07-24T09:32:46Z,34366,2024-07-24T09:50:13Z,35413,1047
2024-02-20,Red,60392537,0,South,place-pktrm,70075,Park Street,place-shmnl,70087,Savin Hill,2024-02-20T21:30:49Z,77449,2024-02-20T21:48:31Z,78511,1062
2024-04-16,Orange,61512268,0,South,place-north,70026,North Station,place-rcmnl,70008,Roxbury Crossing,2024-04-16T08:07:24Z,29244,2024-04-16T08:24:54Z,30294,1050
2024-07-22,Blue,63350257,0,West,place-bmmnl,70055,Beachmont,place-wimnl,70049,Wood Island,2024-07-22T12:48:18Z,46098,2024-07-22T12:52:55Z,46375,277
2024-11-29,Orange,ADDED-1582159477,1,North,place-state,70023,State,place-haecl,70025,Haymarket,2024-11-30T01:16:29Z,90989,2024-11-30T01:16:50Z,91010,21
2024-01-05,Blue,59736834,1,East,place-orhte,70052,Orient Heights,place-bmmnl,70056,Beachmont,2024-01-05T13:54:45Z,50085,2024-01-05T13:57:52Z,50272,187
2024-12-11,Red,ADDED-1582170726,1,North,place-knncl,70072,Kendall/MIT,place-harsq,70068,Harvard,2024-12-11T18:06:35Z,65195,2024-12-11T18:11:28Z,65488,293
2024-09-11,Red,65190069,0,South,place-brdwy,70081,Broadway,place-andrw,70083,Andrew,2024-09-11T14:28:17Z,52097,2024-09-11T14:30:20Z,52220,123
2024-03-18,Red,60392457,1,North,place-andrw,70084,Andrew,place-cntsq,70070,Central,2024-03-18T16:23:23Z,59003,2024-03-18T16:46:56Z,60416,1413
2024-05-14,Orange,61512275,0,South,place-state,70022,State,place-grnst,70002,Green Street,2024-05-14T09:05:46Z,32746,2024-05-14T09:24:34Z,33874,1128
2024-09-24,Orange,64072589,1,North,place-sbmnl,70005,Stony Brook,place-jaksn,70007,Jackson Square,2024-09-24T18:40:12Z,67212,2024-09-24T18:42:29Z,67349,137
2024-09-16,Red,65189990,1,North,place-shmnl,70088,Savin Hill,place-sstat,70080,South Station,2024-09-16T22:44:17Z,81857,2024-09-16T22:52:59Z,82379,522
2024-12-21,Blue,67269284,0,West,place-sdmnl,70053,Suffolk Downs,place-mvbcl,70045,Maverick,2024-12-21T16:10:18Z,58218,2024-12-21T16:17:54Z,58674,456
2024-09-16,Red,ADDED-1582064393,1,North,place-andrw,70084,Andrew,place-alfcl,70061,Alewife,2024-09-16T08:38:45Z,31125,2024-09-16T09:07:06Z,32826,1701
2024-02-26,Orange,60455550,1,North,place-ccmnl,70029,Community College,place-astao,70279,Assembly,2024-02-26T14:51:14Z,53474,2024-02-26T14:57:57Z,53877,403
2024-01-17,Red,60392506,0,South,place-smmnl,70091,Shawmut,place-asmnl,70093,Ashmont,2024-01-17T13:25:02Z,48302,2024-01-17T13:26:09Z,48369,67
2024-08-19,Orange,NONREV-1580587298,0,South,place-state,70022,State,place-forhl,70001,Forest Hills,2024-08-19T07:36:54Z,27414,2024-08-19T07:59:09Z,28749,1335
2024-06-26,Red,ADDED-1581959621,1,North,place-andrw,70084,Andrew,place-chmnl,70074,Charles/MGH,2024-06-26T21:12:34Z,76354,2024-06-26T21:23:24Z,77004,650
2024-09-16,Orange,64072529,1,North,place-chncl,70019,Chinatown,place-state,70023,State,2024-09-16T17:50:27Z,64227,2024-09-16T17:52:34Z,64354,127
2024-05-29,Red,61319273,0,South,place-cntsq,70069,Central,place-andrw,70083,Andrew,2024-05-29T07:51:15Z,28275,2024-05-29T08:09:06Z,29346,1071
2024-03-17,Orange,ADDED-1581822482,0,South,place-ogmnl,Oak Grove-01,Oak Grove,place-ccmnl,70028,Community College,2024-03-17T16:17:19Z,58639,2024-03-17T16:31:53Z,59513,874
2024-12-17,Orange,66278878,1,North,place-north,70027,North Station,place-ogmnl,70036,Oak Grove,2024-12-17T07:33:56Z,27236,2024-12-17T07:48:06Z,28086,850
2024-12-24,Orange,ADDED-1582182276,0,South,place-astao,70278,Assembly,place-bbsta,70014,Back Bay,2024-12-24T13:17:04Z,47824,2024-12-24T13:31:29Z,48689,865
2024-06-19,Blue,63350410,0,West,place-wimnl,70049,Wood Island,place-gover,70039,Government Center,2024-06-19T21:28:24Z,77304,2024-06-19T21:38:10Z,77890,586
2024-12-31,Blue,67271745,0,West,place-wondl,70059,Wonderland,place-aport,70047,Airport,2024-12-31T23:51:17Z,85877,2025-01-01T00:00:31Z,86431,554
2024-12-09,Red,63919873,0,South,place-harsq,70067,Harvard,place-brntn,70105,Braintree,2024-12-09T07:54:02Z,28442,2024-12-09T08:36:26Z,30986,2544
2024-11-25,Orange,64072489,1,North,place-tumnl,70017,Tufts Medical Center,place-sull,70031,Sullivan Square,2024-11-25T14:57:34Z,53854,2024-11-25T15:08:59Z,54539,685
2024-01-19,Orange,60455473,0,South,place-bbsta,70014,Back Bay,place-rcmnl,70008,Roxbury Crossing,2024-01-19T21:49:11Z,78551,2024-01-19T21:54:57Z,78897,346
2024-12-20,Orange,ADDED-1582178200,0,South,place-dwnxg,70020,Downtown Crossing,place-jaksn,70006,Jackson Square,2024-12-20T11:22:44Z,40964,2024-12-20T11:34:04Z,41644,680
2024-10-21,Blue,65198083,1,East,place-aport,70048,Airport,place-rbmnl,70058,Revere Beach,2024-10-21T07:54:17Z,28457,2024-10-21T08:02:52Z,28972,515
2024-07-25,Orange,NONREV-1580579298,0,South,place-chncl,70018,Chinatown,place-rcmnl,70008,Roxbury Crossing,2024-07-25T07:08:22Z,25702,2024-07-25T07:19:43Z,26383,681
2024-07-06,Red,63145251,1,North,place-dwnxg,70078,Downtown Crossing,place-davis,70064,Davis,2024-07-06T09:11:30Z,33090,2024-07-06T09:36:16Z,34576,1486
2024-10-26,Red,63655172,0,South,place-harsq,70067,Harvard,place-knncl,70071,Kendall/MIT,2024-10-26T15:02:20Z,54140,2024-10-26T15:07:43Z,54463,323
2024-01-16,Orange,ADDED-1581755787,1,North,place-sbmnl,70005,Stony Brook,place-astao,70279,Assembly,2024-01-16T11:42:43Z,42163,2024-01-16T12:15:14Z,44114,1951
2024-04-12,Orange,61512396,1,North,place-rugg,70011,Ruggles,place-ogmnl,70036,Oak Grove,2024-04-12T07:25:18Z,26718,2024-04-12T08:00:51Z,28851,2133
2024-04-13,Red,61187431,0,South,place-davis,70063,Davis,place-brntn,70105,Braintree,2024-04-13T09:26:34Z,33994,2024-04-13T10:33:54Z,38034,4040
2024-02-18,Orange,60970855,0,South,place-tumnl,70016,Tufts Medical Center,place-bbsta,70014,Back Bay,2024-02-18T15:45:46Z,56746,2024-02-18T15:47:21Z,56841,95
2024-06-25,Red,63288175,1,North,place-harsq,70068,Harvard,place-davis,70064,Davis,2024-06-25T16:31:36Z,59496,2024-06-25T16:35:49Z,59749,253
2024-12-08,Orange,64166657,0,South,place-sull,70030,Sullivan Square,place-chncl,70018,Chinatown,2024-12-08T22:08:35Z,79715,2024-12-08T22:18:46Z,80326,611
2024-02-05,Orange,60455583,1,North,place-astao,70279,Assembly,place-welln,70033,Wellington,2024-02-05T19:34:29Z,70469,2024-02-05T19:36:04Z,70564,95
2024-03-19,Red,NONREV-1580542401,0,South,place-brdwy,70081,Broadway,place-brntn,70105,Braintree,2024-03-19T08:19:27Z,29967,2024-03-19T09:00:13Z,32413,2446
2024-10-12,Red,ADDED-1582093746,1,North,place-qamnl,70104,Quincy Adams,place-davis,70064,Davis,2024-10-12T07:37:28Z,27448,2024-10-12T08:16:55Z,29815,2367
2024-01-12,Red,ADDED-1581752015,1,North,place-sstat,70080,South Station,place-chmnl,70074,Charles/MGH,2024-01-12T06:18:07Z,22687,2024-01-12T06:25:13Z,23113,426
2024-12-24,Red,66715424,0,South,place-chmnl,70073,Charles/MGH,place-brntn,70105,Braintree,2024-12-24T13:44:23Z,49463,2024-12-24T14:17:30Z,51450,1987
2024-09-03,Orange,64072403,1,North,place-dwnxg,70021,Downtown Crossing,place-ccmnl,70029,Community College,2024-09-03T10:33:49Z,38029,2024-09-03T10:39:01Z,38341,312
2024-02-17,Red,ADDED-1581787430,1,North,place-qamnl,70104,Quincy Adams,place-harsq,70068,Harvard,2024-02-17T18:17:19Z,65839,2024-02-17T19:18:17Z,69497,3658
2024-12-17,Orange,66278849,0,South,place-chncl,70018,Chinatown,place-sbmnl,70004,Stony Brook,2024-12-17T06:09:50Z,22190,2024-12-17T06:21:20Z,22880,690
2024-06-09,Blue,62157937,1,East,place-bomnl,70038,Bowdoin,place-state,70042,State,2024-06-09T19:30:06Z,70206,2024-06-09T19:31:47Z,70307,101
2024-01-13,Orange,59669115,1,North,place-rcmnl,70009,Roxbury Crossing,place-north,70027,North Station,2024-01-13T10:49:48Z,38988,2024-01-13T11:04:56Z,39896,908
2024-03-12,Red,60392663,0,South,place-dwnxg,70077,Downtown Crossing,place-andrw,70083,Andrew,2024-03-12T20:41:25Z,74485,2024-03-12T20:51:27Z,75087,602
2024-10-07,Blue,65198322,0,West,place-sdmnl,70053,Suffolk Downs,place-wimnl,70049,Wood Island,2024-10-07T17:01:52Z,61312,2024-10-07T17:05:18Z,61518,206
2024-10-18,Red,ADDED-1582102285,1,North,place-jfk,70096,JFK/UMass,place-pktrm,70076,Park Street,2024-10-18T12:50:26Z,46226,2024-10-18T13:03:10Z,46990,764
2024-08-06,Red,63288238,0,South,place-dwnxg,70077,Downtown Crossing,place-smmnl,70091,Shawmut,2024-08-06T08:05:22Z,29122,2024-08-06T08:21:47Z,30107,985
2024-08-14,Orange,63145572,1,North,place-bbsta,70015,Back Bay,place-ccmnl,70029,Community College,2024-08-14T10:56:49Z,39409,2024-08-14T11:16:17Z,40577,1168
2024-08-02,Red,63288433,0,South,place-chmnl,70073,Charles/MGH,place-dwnxg,70077,Downtown Crossing,2024-08-02T19:39:40Z,70780,2024-08-02T19:43:14Z,70994,214
2024-07-01,Orange,63145507,0,South,place-sull,70030,Sullivan Square,place-rugg,70010,Ruggles,2024-07-01T19:56:06Z,71766,2024-07-01T20:13:33Z,72813,1047
2024-08-11,Red,63144938,0,South,place-alfcl,Alewife-01,Alewife,place-chmnl,70073,Charles/MGH,2024-08-11T17:05:21Z,61521,2024-08-11T17:21:04Z,62464,943
2024-11-21,Orange,64072411,1,North,place-state,70023,State,place-mlmnl,70035,Malden Center,2024-11-21T07:14:16Z,26056,2024-11-21T07:29:18Z,26958,902
2024-12-26,Red,ADDED-1582183676,1,North,place-smmnl,70092,Shawmut,place-shmnl,70088,Savin Hill,2024-12-26T10:06:13Z,36373,2024-12-26T10:09:51Z,36591,218
