service_date,route_id,trip_id,direction_id,direction,from_parent_station,from_stop_id,from_stop_name,to_parent_station,to_stop_id,to_stop_name,from_stop_departure_datetime,from_stop_departure_sec,to_stop_arrival_datetime,to_stop_arrival_sec,travel_time_sec
2024-05-25,Blue,62157617,0,West,place-wimnl,70049,Wood Island,place-aqucl,70043,Aquarium,2024-05-25T12:48:09Z,46089,2024-05-25T12:54:06Z,46446,357
2024-05-27,Orange,61338971,0,South,place-bbsta,70014,Back Bay,place-jaksn,70006,Jackson Square,2024-05-28T00:30:03Z,88203,2024-05-28T00:39:30Z,88770,567
2024-01-19,Red,ADDED-1581759068,1,North,place-andrw,70084,Andrew,place-dwnxg,70078,Downtown Crossing,2024-01-19T08:05:32Z,29132,2024-01-19T08:14:54Z,29694,562
2024-12-19,Orange,66278838,1,North,place-masta,70013,Massachusetts Avenue,place-welln,70033,Wellington,2024-12-19T06:29:59Z,23399,2024-12-19T06:47:34Z,24454,1055
2024-01-20,Red,60392762,1,North,place-andrw,70084,Andrew,place-harsq,70068,Harvard,2024-01-20T16:28:35Z,59315,2024-01-20T16:56:51Z,61011,1696
2024-03-06,Orange,60455529,1,North,place-state,70023,State,place-ccmnl,70029,Community College,2024-03-06T11:42:54Z,42174,2024-03-06T11:47:24Z,42444,270
2024-07-24,Orange,63145612,1,North,place-bbsta,70015,Back Bay,place-haecl,70025,Haymarket,2024-07-24T16:22:26Z,58946,2024-07-24T16:29:33Z,59373,427
2024-12-23,Blue,67271264,1,East,place-aport,70048,Airport,place-wimnl,70050,Wood Island,2024-12-23T23:28:44Z,84524,2024-12-23T23:29:45Z,84585,61
2024-11-08,Orange,64072435,1,North,place-rugg,70011,Ruggles,place-ogmnl,70036,Oak Grove,2024-11-08T07:30:31Z,27031,2024-11-08T07:59:45Z,28785,1754
2024-05-16,Orange,61512477,1,North,place-north,70027,North Station,place-sull,70031,Sullivan Square,2024-05-16T18:31:18Z,66678,2024-05-16T18:38:06Z,67086,408
2024-11-26,Blue,65198100,0,West,place-mvbcl,70045,Maverick,place-state,70041,State,2024-11-26T06:51:34Z,24694,2024-11-26T06:54:22Z,24862,168
2024-05-10,Red,ADDED-1581896487,0,South,place-cntsq,70069,Central,place-chmnl,70073,Charles/MGH,2024-05-10T17:24:40Z,62680,2024-05-10T17:29:43Z,62983,303
2024-04-02,Blue,59736795,1,East,place-aport,70048,Airport,place-sdmnl,70054,Suffolk Downs,2024-04-02T09:17:03Z,33423,2024-04-02T09:23:08Z,33788,365
2024-05-08,Blue,62248951,1,East,place-aport,70048,Airport,place-wondl,70060,Wonderland,2024-05-08T20:44:11Z,74651,2024-05-08T20:56:13Z,75373,722
2024-11-17,Orange,64166616,1,North,place-bbsta,70015,Back Bay,place-welln,70033,Wellington,2024-11-18T00:14:29Z,87269,2024-11-18T00:30:33Z,88233,964
2024-03-22,Orange,60455402,0,South,place-sull,70030,Sullivan Square,place-grnst,70002,Green Street,2024-03-22T11:13:07Z,40387,2024-03-22T11:42:36Z,42156,1769
2024-12-08,Red,63646327,0,South,place-pktrm,70075,Park Street,place-shmnl,70087,Savin Hill,2024-12-08T09:22:34Z,33754,2024-12-08T09:32:35Z,34355,601
2024-03-13,Blue,59736838,1,East,place-aport,70048,Airport,place-orhte,70052,Orient Heights,2024-03-13T15:06:48Z,54408,2024-03-13T15:11:16Z,54676,268
2024-01-04,Red,60392531,0,South,place-sstat,70079,South Station,place-andrw,70083,Andrew,2024-01-04T19:46:58Z,71218,2024-01-04T19:56:13Z,71773,555
2024-06-04,Red,61319071,1,North,place-shmnl,70088,Savin Hill,place-davis,70064,Davis,2024-06-04T18:35:02Z,66902,2024-06-04T19:09:10Z,68950,2048
2024-10-28,Red,63919585,1,North,place-fldcr,70090,Fields Corner,place-harsq,70068,Harvard,2024-10-28T08:43:24Z,31404,2024-10-28T09:13:54Z,33234,1830
2024-10-16,Red,63919649,1,North,place-chmnl,70074,Charles/MGH,place-harsq,70068,Harvard,2024-10-16T18:30:26Z,66626,2024-10-16T18:37:39Z,67059,433
2024-04-13,Red,61187245,1,North,place-asmnl,70094,Ashmont,place-fldcr,70090,Fields Corner,2024-04-13T18:14:30Z,65670,2024-04-13T18:17:14Z,65834,164
2024-12-01,Orange,64166606,1,North,place-sbmnl,70005,Stony Brook,place-masta,70013,Massachusetts Avenue,2024-12-01T15:58:24Z,57504,2024-12-01T16:04:38Z,57878,374
2024-12-07,Blue,65181681,0,West,place-mvbcl,70045,Maverick,place-gover,70039,Government Center,2024-12-07T22:44:12Z,81852,2024-12-07T22:48:36Z,82116,264
2024-08-26,Orange,64072623,1,North,place-sbmnl,70005,Stony Brook,place-dwnxg,70021,Downtown Crossing,2024-08-26T21:35:26Z,77726,2024-08-26T21:49:22Z,78562,836
